,PhaA,PhaC,PhaE,PhaG,PhaD,PrpE,PhaF,FabG,PhaP,PhaZ,PhaB,PhaR,Pcs,maoC,PhaC2,PhaI,PhaQ,HadA,PhaJ,Cat2,PduP,Pct,sum,Biosample_UID,Bioproject_UID,Biosample_keywords,Organism,Number CDS,Assembly UID,phylum,class,order,family,genus,species,lineage,Genome_accesion,Amphora_total_markers,Amphora_markers,Amphora_unique_markers,FTPlink,Assembly_accession,N50,CheckM_completeness,CheckM_contamination
2021557776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18435505,716373,"['seawater', 'sea']",Pseudoalteromonas viridis,3526,9730971,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas viridis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 267888: 'Pseudoalteromonadaceae', 339617: 'Pseudoalteromonas viridis'}",CP072425.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/742/995/GCF_017742995.1_ASM1774299v1,GCF_017742995.1_ASM1774299v1,4248240.0,99.89,0.33
1894721683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15802511,224116,['sponge'],Stappia sp. 28M-7,4176,7920481,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Stappia,Stappia sp. 28M-7,"{1: 'root', 2: 'Bacteria', 356: 'Hyphomicrobiales', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 152161: 'Stappia', 2629676: 'unclassified Stappia', 2762596: 'Stappia sp. 28M-7', 2821832: 'Stappiaceae'}",NZ_JACMIA010000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/252/955/GCF_014252955.1_ASM1425295v1,GCF_014252955.1_ASM1425295v1,4734861.0,99.58,0.95
1464228414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8978914,224116,"['seawater', 'sea']",Thalassobacter stenotrophicus,3262,1704031,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobacter,Thalassobacter stenotrophicus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 266808: 'Thalassobacter', 266809: 'Thalassobacter stenotrophicus', 2854170: 'Roseobacteraceae'}",NZ_QEOR01000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/097/295/GCF_003097295.1_ASM309729v1,GCF_003097295.1_ASM309729v1,3399434.0,99.33,0.36
2006470378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18035026,224116,['tidal'],Shewanella sp. FJAT-52962,3607,9525661,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. FJAT-52962,"{1: 'root', 2: 'Bacteria', 22: 'Shewanella', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 131567: 'cellular organisms', 135622: 'Alteromonadales', 196818: 'unclassified Shewanella', 267890: 'Shewanellaceae', 2814293: 'Shewanella sp. FJAT-52962'}",NZ_CP071502.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/354/965/GCF_017354965.1_ASM1735496v1,GCF_017354965.1_ASM1735496v1,4242357.0,100.0,1.16
2006248017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18035026,704211,['tidal'],Shewanella sp. FJAT-52962,3633,9525661,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. FJAT-52962,"{1: 'root', 2: 'Bacteria', 22: 'Shewanella', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 131567: 'cellular organisms', 135622: 'Alteromonadales', 196818: 'unclassified Shewanella', 267890: 'Shewanellaceae', 2814293: 'Shewanella sp. FJAT-52962'}",CP071502.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/354/965/GCF_017354965.1_ASM1735496v1,GCF_017354965.1_ASM1735496v1,4242357.0,100.0,1.16
1553986078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10642653,224116,['sea'],Pseudoalteromonas sp. R3,3639,2205391,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. R3,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 194690: 'unclassified Pseudoalteromonas', 267888: 'Pseudoalteromonadaceae', 1709477: 'Pseudoalteromonas sp. R3'}",NZ_CP034835.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/715/GCF_004014715.1_ASM401471v1,GCF_004014715.1_ASM401471v1,4496250.0,98.51,0.9
1531834849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10334306,224116,"['seawater', 'sea']",Vibrio mediterranei,3327,2129761,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mediterranei,"{1: 'root', 2: 'Bacteria', 641: 'Vibrionaceae', 662: 'Vibrio', 689: 'Vibrio mediterranei', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 131567: 'cellular organisms', 135623: 'Vibrionales'}",NZ_CP033577.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/726/935/GCF_003726935.1_ASM372693v1,GCF_003726935.1_ASM372693v1,3698726.0,99.91,2.16
1842365647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14784919,224116,"['seawater', 'sea', 'deep-sea']",Limnobacter sp. SAORIC-580,3038,7079241,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. SAORIC-580,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28216: 'Betaproteobacteria', 80840: 'Burkholderiales', 119060: 'Burkholderiaceae', 131079: 'Limnobacter', 131567: 'cellular organisms', 2630203: 'unclassified Limnobacter', 2732163: 'Limnobacter sp. SAORIC-580'}",NZ_CP053084.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/065/GCF_013004065.1_ASM1300406v1,GCF_013004065.1_ASM1300406v1,3297222.0,99.0,0.03
1551298974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10417204,224116,"['sea', 'seafloor']",Marinobacter sp. NP-4(2019),3925,2195321,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. NP-4(2019),"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2742: 'Marinobacter', 72275: 'Alteromonadaceae', 83889: 'unclassified Marinobacter', 131567: 'cellular organisms', 135622: 'Alteromonadales', 2488665: 'Marinobacter sp. NP-4(2019)'}",NZ_CP034142.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/855/GCF_003994855.1_ASM399485v1,GCF_003994855.1_ASM399485v1,4473318.0,99.57,0.5
1495519911,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9984971,224116,['marine'],Alcaligenes aquatilis,3802,2025641,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes aquatilis,"{1: 'root', 2: 'Bacteria', 506: 'Alcaligenaceae', 507: 'Alcaligenes', 1224: 'Proteobacteria', 28216: 'Betaproteobacteria', 80840: 'Burkholderiales', 131567: 'cellular organisms', 323284: 'Alcaligenes aquatilis'}",NZ_CP032153.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/671/915/GCF_003671915.1_ASM367191v1,GCF_003671915.1_ASM367191v1,4323879.0,100.0,0.0
1477162145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,9685251,224116,['marine'],Rubrobacter indicoceani,2823,1979061,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter indicoceani,"{1: 'root', 2: 'Bacteria', 42255: 'Rubrobacter', 84995: 'Rubrobacteria', 84996: 'Rubrobacterales', 84997: 'Rubrobacteraceae', 131567: 'cellular organisms', 201174: 'Actinobacteria', 1783272: 'Terrabacteria group', 2051957: 'Rubrobacter indicoceani'}",NZ_CP031115.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/865/GCF_003568865.1_ASM356886v1,GCF_003568865.1_ASM356886v1,2856967.0,98.39,0.88
640618106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2721582,224116,['coast'],Sulfitobacter geojensis,3550,142181,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter geojensis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 60136: 'Sulfitobacter', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 1342299: 'Sulfitobacter geojensis', 2854170: 'Roseobacteraceae'}",NZ_JASE01000005.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/325/GCF_000622325.1_MM124_draft,GCF_000622325.1_MM124_draft,3790153.0,99.68,0.64
1435777133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9104445,224116,"['sea', 'seaweed']",Altererythrobacter sp. ZODW24,2674,1835521,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter sp. ZODW24,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 335929: 'Erythrobacteraceae', 361177: 'Altererythrobacter', 2185142: 'Altererythrobacter sp. ZODW24', 2614945: 'unclassified Altererythrobacter'}",NZ_CP031155.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/885/GCF_003344885.1_ASM334488v1,GCF_003344885.1_ASM334488v1,2813282.0,98.79,0.17
1692815426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12044301,224116,['marine'],Paremcibacter congregatus,3581,3522381,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Paremcibacter,Paremcibacter congregatus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 2043170: 'Paremcibacter congregatus', 2066490: 'Emcibacterales', 2066491: 'Emcibacteraceae', 2813804: 'Paremcibacter'}",NZ_CP041025.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/135/GCF_006385135.1_ASM638513v1,GCF_006385135.1_ASM638513v1,4189011.0,99.5,0.0
1987567164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,17774994,224116,"['seawater', 'sea']",Shimia biformata,2992,9288621,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia biformata,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 573139: 'Shimia', 1294299: 'Shimia biformata', 2854170: 'Roseobacteraceae'}",NZ_JAFEJK010000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/888/515/GCF_016888515.1_ASM1688851v1,GCF_016888515.1_ASM1688851v1,1025374.0,99.57,0.32
1958606273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17278193,224116,['marine'],Pseudoalteromonas sp. GCY,3540,9150901,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. GCY,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 194690: 'unclassified Pseudoalteromonas', 267888: 'Pseudoalteromonadaceae', 2003316: 'Pseudoalteromonas sp. GCY'}",NZ_CP068023.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/695/175/GCF_016695175.1_ASM1669517v1,GCF_016695175.1_ASM1669517v1,4181162.0,99.89,0.31
667764240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2741068,224116,"['sea', 'deep-sea']",Halomonas zincidurans B6,3146,199321,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas zincidurans,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2745: 'Halomonas', 28256: 'Halomonadaceae', 131567: 'cellular organisms', 135619: 'Oceanospirillales', 1178777: 'Halomonas zincidurans', 1446475: 'Halomonas zincidurans B6'}",NZ_JNCK01000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/955/GCF_000731955.1_B6,GCF_000731955.1_B6,3546937.0,99.35,0.54
1957904637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17278193,691114,['marine'],Pseudoalteromonas sp. GCY,3552,9150901,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. GCY,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 194690: 'unclassified Pseudoalteromonas', 267888: 'Pseudoalteromonadaceae', 2003316: 'Pseudoalteromonas sp. GCY'}",CP068023.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/695/175/GCF_016695175.1_ASM1669517v1,GCF_016695175.1_ASM1669517v1,4181162.0,99.89,0.31
1431162558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9210930,224116,['tidal'],Chromobacterium phragmitis,4352,1822341,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium phragmitis,"{1: 'root', 2: 'Bacteria', 535: 'Chromobacterium', 1224: 'Proteobacteria', 28216: 'Betaproteobacteria', 90153: 'Chromobacterium group', 131567: 'cellular organisms', 206351: 'Neisseriales', 1499392: 'Chromobacteriaceae', 2202141: 'Chromobacterium phragmitis'}",NZ_CP029554.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/495/GCF_003325495.1_ASM332549v1,GCF_003325495.1_ASM332549v1,4726945.0,99.04,0.88
921169824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3776897,224116,"['seawater', 'sea']",Marinobacter sp. CP1,4181,472251,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. CP1,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2742: 'Marinobacter', 72275: 'Alteromonadaceae', 83889: 'unclassified Marinobacter', 131567: 'cellular organisms', 135622: 'Alteromonadales', 1671721: 'Marinobacter sp. CP1'}",NZ_CP011929.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/795/GCF_001266795.1_ASM126679v1,GCF_001266795.1_ASM126679v1,4768422.0,100.0,0.46
1954976452,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,16812771,678769,"['sea', 'deep-sea']",Bacillus toyonensis,5077,9110801,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,"{1: 'root', 2: 'Bacteria', 1239: 'Firmicutes', 1385: 'Bacillales', 1386: 'Bacillus', 86661: 'Bacillus cereus group', 91061: 'Bacilli', 131567: 'cellular organisms', 155322: 'Bacillus toyonensis', 186817: 'Bacillaceae', 1783272: 'Terrabacteria group'}",CP064875.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/605/985/GCF_016605985.1_ASM1660598v1,GCF_016605985.1_ASM1660598v1,5250895.0,99.21,0.21
